Itemid,Judgement
001-79964,violation
001-79968,violation
001-79970,violation
001-79943,violation
001-79912,violation
001-79914,violation
001-79795,violation
001-79765,violation
001-79769,violation
001-79564,violation
001-79657,violation
001-79800,violation
001-79806,violation
001-79751,violation
001-79747,violation
001-79741,violation
001-79608,violation
001-79715,violation
001-79719,violation
001-79574,violation
001-79646,violation
001-79653,violation
001-79655,violation
001-183117,violation
001-183119,violation
001-183120,violation
001-183121,violation
001-182845,violation
001-182848,violation
001-182855,violation
001-182596,violation
001-182597,violation
001-182598,violation
001-182599,violation
001-182605,violation
001-182443,violation
001-182592,violation
001-165950,violation
001-165231,violation
001-164954,violation
001-164952,violation
001-164945,violation
001-164951,violation
001-164947,violation
001-164949,violation
001-164948,violation
001-164950,violation
001-164944,violation
001-164911,violation
001-164912,violation
001-164918,violation
001-164920,violation
001-164921,violation
001-164909,violation
001-178631,violation
001-178500,violation
001-178501,violation
001-178499,violation
001-178504,violation
001-178508,violation
001-178509,violation
001-178371,violation
001-178372,violation
001-178376,violation
001-178377,violation
001-178378,violation
001-178360,violation
001-178341,violation
001-178350,violation
001-178354,violation
001-178355,violation
001-178359,violation
001-59854,violation
001-59855,violation
001-59856,violation
001-59857,violation
001-59858,violation
001-59859,violation
001-59860,violation
001-59861,violation
001-59862,violation
001-59863,violation
001-59864,violation
001-59865,violation
001-59718,violation
001-59762,violation
001-59692,violation
001-59682,violation
001-59713,violation
001-61564,violation
001-61631,violation
001-61601,violation
001-61621,violation
001-61622,violation
001-61588,violation
001-61604,violation
001-61606,violation
001-61539,violation
001-61597,violation
001-61585,violation
001-61586,violation
001-61569,violation
001-61563,violation
001-91388,violation
001-91794,violation
001-91800,violation
001-91804,violation
001-91837,violation
001-91839,violation
001-91843,violation
001-91608,violation
001-91726,violation
001-91730,violation
001-91756,violation
001-91492,violation
001-91728,violation
001-91740,violation
001-91742,violation
001-91744,violation
001-91748,violation
001-91766,violation
001-91631,violation
001-91633,violation
001-83537,violation
001-84108,violation
001-84110,violation
001-84117,violation
001-84123,violation
001-84127,violation
001-84131,violation
001-84038,violation
001-84030,violation
001-84034,violation
001-84036,violation
001-84042,violation
001-84048,violation
001-84032,violation
001-84040,violation
001-83877,violation
001-83879,violation
001-83873,violation
001-83955,violation
001-83959,violation
001-83961,violation
001-83963,violation
001-83969,violation
001-83975,violation
001-83979,violation
001-83993,violation
001-83995,violation
001-84001,violation
001-83927,violation
001-83921,violation
001-83588,violation
001-83372,violation
001-83858,violation
001-83864,violation
001-83836,violation
001-83838,violation
001-83846,violation
001-83848,violation
001-83850,violation
001-83832,violation
001-83460,violation
001-83749,violation
001-107521,violation
001-107527,violation
001-107520,violation
001-107516,violation
001-107524,violation
001-107535,violation
001-107444,violation
001-107185,violation
001-107303,violation
001-107434,violation
001-107201,violation
001-107225,violation
001-107236,violation
001-107238,violation
001-107243,violation
001-107248,violation
001-107251,violation
001-107254,violation
001-107258,violation
001-107261,violation
001-107264,violation
001-107339,violation
001-107341,violation
001-107343,violation
001-99612,violation
001-99569,violation
001-99591,violation
001-99221,violation
001-99090,violation
001-99102,violation
001-99210,violation
001-99226,violation
001-99395,violation
001-99405,violation
001-99409,violation
001-99411,violation
001-99413,violation
001-99387,violation
001-99389,violation
001-99391,violation
001-99614,violation
001-99616,violation
001-99618,violation
001-99620,violation
001-99134,violation
001-99212,violation
001-99216,violation
001-99128,violation
001-99130,violation
001-99174,violation
001-99180,violation
001-99182,violation
001-99184,violation
001-99188,violation
001-98968,violation
001-99002,violation
001-195527,violation
001-195532,violation
001-195534,violation
001-195570,violation
001-194858,violation
001-194859,violation
001-194611,violation
001-194734,violation
001-194736,violation
001-194739,violation
001-194740,violation
001-194856,violation
001-194232,violation
001-194448,violation
001-194451,violation
001-194299,violation
001-194292,violation
001-194293,violation
001-194301,violation
001-194305,violation
001-194306,violation
001-76297,violation
001-75900,violation
001-76445,violation
001-76447,violation
001-76449,violation
001-76451,violation
001-76459,violation
001-76463,violation
001-76179,violation
001-76311,violation
001-76313,violation
001-76323,violation
001-76325,violation
001-76326,violation
001-76329,violation
001-76331,violation
001-76333,violation
001-76335,violation
001-76337,violation
001-76339,violation
001-76293,violation
001-76100,violation
001-76114,violation
001-76135,violation
001-76143,violation
001-76139,violation
001-76064,violation
001-76078,violation
001-76267,violation
001-76270,violation
001-76170,violation
001-75927,violation
001-76085,violation
001-76088,violation
001-76092,violation
001-76097,violation
001-76104,violation
001-76120,violation
001-76122,violation
001-76123,violation
001-76124,violation
001-76125,violation
001-76126,violation
001-76127,violation
001-76128,violation
001-76152,violation
001-76155,violation
001-76074,violation
001-76076,violation
001-75840,violation
001-75511,violation
001-75731,violation
001-75734,violation
001-75740,violation
001-67521,violation
001-67462,violation
001-67468,violation
001-67470,violation
001-67248,violation
001-67420,violation
001-67432,violation
001-67434,violation
001-67436,violation
001-67392,violation
001-67238,violation
001-67342,violation
001-67352,violation
001-67348,violation
001-67340,violation
001-67359,violation
001-67200,violation
001-67204,violation
001-67243,violation
001-67255,violation
001-67235,violation
001-67239,violation
001-67103,violation
001-66638,violation
001-67270,violation
001-67206,violation
001-67198,violation
001-67155,violation
001-67167,violation
001-67105,violation
001-67110,violation
001-58082,violation
001-58083,violation
001-58360,violation
001-58304,violation
001-58295,violation
001-58293,violation
001-58292,violation
001-58287,violation
001-126631,violation
001-126638,violation
001-126798,violation
001-126541,violation
001-126626,violation
001-126627,violation
001-126634,violation
001-126636,violation
001-126640,violation
001-126543,violation
001-126796,violation
001-126800,violation
001-126801,violation
001-126803,violation
001-126804,violation
001-126806,violation
001-126564,violation
001-126807,violation
001-150306,violation
001-150319,violation
001-150321,violation
001-150713,violation
001-150309,violation
001-149202,violation
001-149205,violation
001-150322,violation
001-149197,violation
001-149199,violation
001-149200,violation
001-149208,violation
001-150238,violation
001-150233,violation
001-148640,violation
001-148657,violation
001-148658,violation
001-121614,violation
001-121617,violation
001-121771,violation
001-120954,violation
001-120959,violation
001-120963,violation
001-120968,violation
001-121827,violation
001-121828,violation
001-120512,violation
001-120517,violation
001-120064,violation
001-120515,violation
001-120944,violation
001-120945,violation
001-120946,violation
001-120952,violation
001-120034,violation
001-120055,violation
001-120063,violation
001-120054,violation
001-119975,violation
001-146399,violation
001-146403,violation
001-58129,violation
001-206204,violation
001-206195,violation
001-206159,violation
001-206154,violation
001-206158,violation
001-206162,violation
001-206149,violation
001-205817,violation
001-205818,violation
001-205536,violation
001-205987,violation
001-205373,violation
001-205227,violation
001-205179,violation
001-59025,violation
001-58562,violation
001-58561,violation
001-58849,violation
001-58835,violation
001-58798,violation
001-60672,violation
001-60694,violation
001-60668,violation
001-60688,violation
001-60681,violation
001-60643,violation
001-60662,violation
001-60653,violation
001-60597,violation
001-162018,violation
001-162021,violation
001-162025,violation
001-162005,violation
001-162003,violation
001-161801,violation
001-161953,violation
001-161808,violation
001-161809,violation
001-161806,violation
001-161871,violation
001-161882,violation
001-161950,violation
001-161735,violation
001-161734,violation
001-161752,violation
001-161759,violation
001-161822,violation
001-175670,violation
001-175642,violation
001-175643,violation
001-175661,violation
001-175663,violation
001-175658,violation
001-175487,violation
001-175490,violation
001-175491,violation
001-175492,violation
001-175498,violation
001-175973,violation
001-175469,violation
001-175477,violation
001-175154,violation
001-175156,violation
001-175158,violation
001-175660,violation
001-175143,violation
001-175159,violation
001-175160,violation
001-174952,violation
001-174955,violation
001-174956,violation
001-174958,violation
001-174960,violation
001-174964,violation
001-174967,violation
001-174988,violation
001-174997,violation
001-175121,violation
001-174624,violation
001-193872,violation
001-193873,violation
001-193874,violation
001-193876,violation
001-193605,violation
001-193607,violation
001-193465,violation
001-193458,violation
001-193459,violation
001-193460,violation
001-193463,violation
001-193464,violation
001-193466,violation
001-193467,violation
001-193468,violation
001-193472,violation
001-193484,violation
001-193494,violation
001-193746,violation
001-193489,violation
001-100267,violation
001-100263,violation
001-100289,violation
001-100182,violation
001-100195,violation
001-100083,violation
001-100135,violation
001-100188,violation
001-108699,violation
001-108482,violation
001-108388,violation
001-108387,violation
001-108168,violation
001-108232,violation
001-108237,violation
001-108239,violation
001-108162,violation
001-108203,violation
001-108009,violation
001-107989,violation
001-107943,violation
001-83284,violation
001-83286,violation
001-83301,violation
001-83303,violation
001-83239,violation
001-83243,violation
001-83029,violation
001-83116,violation
001-83153,violation
001-83035,violation
001-83089,violation
001-83091,violation
001-82991,violation
001-82863,violation
001-83008,violation
001-83010,violation
001-83012,violation
001-82951,violation
001-82960,violation
001-82966,violation
001-82975,violation
001-82977,violation
001-82983,violation
001-82949,violation
001-82946,violation
001-82956,violation
001-82885,violation
001-82887,violation
001-82889,violation
001-82891,violation
001-82893,violation
001-82895,violation
001-90700,violation
001-91103,violation
001-91115,violation
001-91240,violation
001-91000,violation
001-91003,violation
001-91026,violation
001-91136,violation
001-90937,violation
001-91042,violation
001-91057,violation
001-91059,violation
001-91098,violation
001-91100,violation
001-90804,violation
001-90818,violation
001-91018,violation
001-91024,violation
001-90931,violation
001-90935,violation
001-90939,violation
001-90963,violation
001-90943,violation
001-90612,violation
001-90620,violation
001-90617,violation
001-90815,violation
001-90820,violation
001-90795,violation
001-90813,violation
001-179557,violation
001-179558,violation
001-179561,violation
001-179562,violation
001-179563,violation
001-179569,violation
001-179572,violation
001-179425,violation
001-179429,violation
001-179430,violation
001-179432,violation
001-179416,violation
001-179415,violation
001-179405,violation
001-179410,violation
001-179412,violation
001-179413,violation
001-179417,violation
001-179418,violation
001-179423,violation
001-179411,violation
001-166952,violation
001-166953,violation
001-166947,violation
001-166961,violation
001-168053,violation
001-166929,violation
001-166941,violation
001-166916,violation
001-166772,violation
001-166775,violation
001-166776,violation
001-166737,violation
001-166740,violation
001-166747,violation
001-166732,violation
001-61437,violation
001-61366,violation
001-61384,violation
001-61434,violation
001-61425,violation
001-61416,violation
001-61417,violation
001-61418,violation
001-61415,violation
001-61421,violation
001-61383,violation
001-61382,violation
001-61378,violation
001-61371,violation
001-61372,violation
001-61373,violation
001-61374,violation
001-61375,violation
001-61356,violation
001-61357,violation
001-61359,violation
001-61362,violation
001-61363,violation
001-61365,violation
001-61338,violation
001-61339,violation
001-61340,violation
001-61341,violation
001-61342,violation
001-61343,violation
001-59613,violation
001-59522,violation
001-59519,violation
001-59564,violation
001-59614,violation
001-59615,violation
001-59612,violation
001-59470,violation
001-59536,violation
001-59534,violation
001-59520,violation
001-59559,violation
001-58296,violation
001-58297,violation
001-58284,violation
001-58266,violation
001-58226,violation
001-57990,violation
001-152599,violation
001-152385,violation
001-152386,violation
001-152387,violation
001-152381,violation
001-152255,violation
001-152251,violation
001-152331,violation
001-151039,violation
001-152245,violation
001-152246,violation
001-152248,violation
001-152250,violation
001-152383,violation
001-152384,violation
001-151008,violation
001-150786,violation
001-150791,violation
001-128197,violation
001-128200,violation
001-128202,violation
001-128046,violation
001-128047,violation
001-128037,violation
001-128039,violation
001-128045,violation
001-128034,violation
001-127812,violation
001-127611,violation
001-127619,violation
001-127403,violation
001-66562,violation
001-66541,violation
001-61962,violation
001-61924,violation
001-61877,violation
001-75213,violation
001-75137,violation
001-75452,violation
001-75458,violation
001-75460,violation
001-75466,violation
001-75468,violation
001-72929,violation
001-72925,violation
001-72931,violation
001-75422,violation
001-72930,violation
001-72936,violation
001-72935,violation
001-72932,violation
001-72934,violation
001-72933,violation
001-75303,violation
001-75305,violation
001-73083,violation
001-75221,violation
001-145784,violation
001-145817,violation
001-146047,violation
001-146044,violation
001-145779,violation
001-145780,violation
001-145713,violation
001-145717,violation
001-145703,violation
001-145704,violation
001-145580,violation
001-145581,violation
001-145574,violation
001-145579,violation
001-145347,violation
001-145573,violation
001-119049,violation
001-118738,violation
001-119228,violation
001-118733,violation
001-118734,violation
001-119045,violation
001-119039,violation
001-119040,violation
001-119042,violation
001-119047,violation
001-119052,violation
001-118729,violation
001-118573,violation
001-118730,violation
001-118731,violation
001-118732,violation
001-118737,violation
001-118584,violation
001-118585,violation
001-118586,violation
001-118587,violation
001-118589,violation
001-118590,violation
001-118591,violation
001-118592,violation
001-118593,violation
001-118594,violation
001-118599,violation
001-58166,violation
001-58154,violation
001-60867,violation
001-60870,violation
001-60871,violation
001-60875,violation
001-60856,violation
001-60749,violation
001-60750,violation
001-60713,violation
001-60835,violation
001-60836,violation
001-60837,violation
001-60838,violation
001-60839,violation
001-60840,violation
001-60841,violation
001-60842,violation
001-60843,violation
001-60844,violation
001-60845,violation
001-60846,violation
001-60847,violation
001-60848,violation
001-60853,violation
001-60823,violation
001-60807,violation
001-60803,violation
001-60804,violation
001-58762,violation
001-58844,violation
001-58828,violation
001-58806,violation
001-58765,violation
001-58764,violation
001-58804,violation
001-58805,violation
001-58758,violation
001-174109,violation
001-174111,violation
001-174113,violation
001-174115,violation
001-174118,violation
001-174059,violation
001-174060,violation
001-174061,violation
001-173766,violation
001-173767,violation
001-173775,violation
001-173621,violation
001-160823,violation
001-160824,violation
001-161060,violation
001-160619,violation
001-160620,violation
001-160613,violation
001-160430,violation
001-160429,violation
001-160417,violation
001-160405,violation
001-160416,violation
001-160414,violation
001-57899,violation
001-57901,violation
001-57903,violation
001-58049,violation
001-187940,violation
001-187935,violation
001-187936,violation
001-187937,violation
001-187938,violation
001-187939,violation
001-187941,violation
001-187942,violation
001-187943,violation
001-187945,violation
001-187921,violation
001-187924,violation
001-187927,violation
001-187818,violation
001-187902,violation
001-187905,violation
001-82431,violation
001-82435,violation
001-82451,violation
001-82443,violation
001-82380,violation
001-82382,violation
001-82301,violation
001-82305,violation
001-82309,violation
001-82321,violation
001-82323,violation
001-82331,violation
001-73158,violation
001-73164,violation
001-73169,violation
001-73171,violation
001-73175,violation
001-73179,violation
001-73181,violation
001-73183,violation
001-73189,violation
001-72664,violation
001-72878,violation
001-72888,violation
001-73107,violation
001-73108,violation
001-73109,violation
001-73110,violation
001-73111,violation
001-73112,violation
001-73113,violation
001-73114,violation
001-73115,violation
001-73116,violation
001-73131,violation
001-73139,violation
001-73140,violation
001-73141,violation
001-73142,violation
001-73143,violation
001-73144,violation
001-73145,violation
001-73146,violation
001-73018,violation
001-73023,violation
001-73025,violation
001-73033,violation
001-73014,violation
001-72960,violation
001-72970,violation
001-72971,violation
001-72972,violation
001-72973,violation
001-72974,violation
001-72975,violation
001-72976,violation
001-72977,violation
001-72978,violation
001-72979,violation
001-72980,violation
001-72983,violation
001-72984,violation
001-72985,violation
001-72986,violation
001-72987,violation
001-72988,violation
001-72890,violation
001-72854,violation
001-72858,violation
001-72866,violation
001-72800,violation
001-72804,violation
001-72590,violation
001-57765,violation
001-57797,violation
001-57796,violation
001-57791,violation
001-114259,violation
001-114267,violation
001-114463,violation
001-114464,violation
001-114250,violation
001-114260,violation
001-114484,violation
001-114264,violation
001-114265,violation
001-114266,violation
001-114269,violation
001-114088,violation
001-114097,violation
001-105820,violation
001-105823,violation
001-105707,violation
001-97689,violation
001-98124,violation
001-98128,violation
001-98264,violation
001-98112,violation
001-98119,violation
001-98134,violation
001-98136,violation
001-98138,violation
001-98142,violation
001-98144,violation
001-98157,violation
001-98159,violation
001-98164,violation
001-98171,violation
001-98185,violation
001-98189,violation
001-98130,violation
001-98012,violation
001-98016,violation
001-98024,violation
001-98050,violation
001-98053,violation
001-98020,violation
001-97965,violation
001-98077,violation
001-98210,violation
001-98026,violation
001-98028,violation
001-98034,violation
001-98041,violation
001-98032,violation
001-98057,violation
001-98030,violation
001-97926,violation
001-97995,violation
001-97997,violation
001-97999,violation
001-97851,violation
001-97848,violation
001-89893,violation
001-90364,violation
001-90358,violation
001-90304,violation
001-90093,violation
001-90099,violation
001-90101,violation
001-90322,violation
001-90328,violation
001-90330,violation
001-90334,violation
001-90338,violation
001-90343,violation
001-90351,violation
001-90336,violation
001-90131,violation
001-90179,violation
001-90246,violation
001-90272,violation
001-90274,violation
001-90280,violation
001-90282,violation
001-90285,violation
001-90287,violation
001-90301,violation
001-90026,violation
001-90049,violation
001-90097,violation
001-90111,violation
001-90182,violation
001-90187,violation
001-90190,violation
001-90192,violation
001-90194,violation
001-90196,violation
001-90200,violation
001-90207,violation
001-90214,violation
001-90218,violation
001-90225,violation
001-90185,violation
001-90210,violation
001-89966,violation
001-89969,violation
001-156066,violation
001-156080,violation
001-156274,violation
001-156064,violation
001-156063,violation
001-156085,violation
001-156062,violation
001-156069,violation
001-155824,violation
001-155827,violation
001-155811,violation
001-155815,violation
001-155812,violation
001-155719,violation
001-168843,violation
001-168904,violation
001-168902,violation
001-168390,violation
001-168375,violation
001-168382,violation
001-168386,violation
001-168373,violation
001-168376,violation
001-168380,violation
001-168381,violation
001-168321,violation
001-167760,violation
001-167762,violation
001-167796,violation
001-110943,violation
001-111138,violation
001-111140,violation
001-111142,violation
001-110900,violation
001-110908,violation
001-110961,violation
001-110806,violation
001-110807,violation
001-102906,violation
001-103010,violation
001-103012,violation
001-103016,violation
001-103024,violation
001-102991,violation
001-103192,violation
001-102892,violation
001-102916,violation
001-102918,violation
001-102814,violation
001-102804,violation
001-102848,violation
001-102858,violation
001-102862,violation
001-102866,violation
001-102808,violation
001-102614,violation
001-102697,violation
001-102900,violation
001-102902,violation
001-102910,violation
001-102912,violation
001-102914,violation
001-102920,violation
001-102928,violation
001-102930,violation
001-102932,violation
001-102934,violation
001-199266,violation
001-199268,violation
001-199269,violation
001-199959,violation
001-199167,violation
001-199172,violation
001-199177,violation
001-199180,violation
001-199239,violation
001-199243,violation
001-198883,violation
001-198884,violation
001-198888,violation
001-198881,violation
001-198816,violation
001-198818,violation
001-198819,violation
001-198820,violation
001-198718,violation
001-198804,violation
001-94401,violation
001-94404,violation
001-94406,violation
001-94578,violation
001-94576,violation
001-94415,violation
001-94417,violation
001-94419,violation
001-94426,violation
001-94429,violation
001-94431,violation
001-94434,violation
001-94438,violation
001-94444,violation
001-94446,violation
001-94449,violation
001-94452,violation
001-94456,violation
001-93972,violation
001-94077,violation
001-93970,violation
001-94109,violation
001-94111,violation
001-94115,violation
001-94117,violation
001-94119,violation
001-94121,violation
001-94123,violation
001-94129,violation
001-94198,violation
001-94113,violation
001-94095,violation
001-86869,violation
001-86789,violation
001-86675,violation
001-86685,violation
001-86461,violation
001-86552,violation
001-86579,violation
001-86581,violation
001-86588,violation
001-86592,violation
001-86595,violation
001-86597,violation
001-86480,violation
001-86253,violation
001-86298,violation
001-86425,violation
001-86436,violation
001-86227,violation
001-86228,violation
001-86255,violation
001-86352,violation
001-86355,violation
001-86359,violation
001-86366,violation
001-57477,violation
001-57501,violation
001-57562,violation
001-57441,violation
001-79105,violation
001-79134,violation
001-79156,violation
001-79160,violation
001-79233,violation
001-79241,violation
001-79243,violation
001-79069,violation
001-79071,violation
001-79194,violation
001-78946,violation
001-78982,violation
001-78886,violation
001-79123,violation
001-79125,violation
001-79129,violation
001-79133,violation
001-79142,violation
001-79145,violation
001-79148,violation
001-79153,violation
001-79158,violation
001-79042,violation
001-79008,violation
001-79012,violation
001-79030,violation
001-79032,violation
001-78568,violation
001-78944,violation
001-78948,violation
001-78950,violation
001-78952,violation
001-78956,violation
001-78958,violation
001-78962,violation
001-78964,violation
001-78966,violation
001-78968,violation
001-78972,violation
001-78974,violation
001-78960,violation
001-78890,violation
001-78898,violation
001-78902,violation
001-78929,violation
001-78585,violation
001-69787,violation
001-69672,violation
001-69636,violation
001-69629,violation
001-69898,violation
001-69911,violation
001-69906,violation
001-69831,violation
001-69779,violation
001-69941,violation
001-69964,violation
001-69965,violation
001-69966,violation
001-69892,violation
001-69913,violation
001-69903,violation
001-69579,violation
001-69788,violation
001-69800,violation
001-69705,violation
001-69266,violation
001-183946,violation
001-183950,violation
001-183951,violation
001-185037,violation
001-185032,violation
001-185031,violation
001-185033,violation
001-184068,violation
001-184059,violation
001-184066,violation
001-183817,violation
001-183866,violation
001-183868,violation
001-183557,violation
001-183561,violation
001-183564,violation
001-183568,violation
001-183569,violation
001-183570,violation
001-183572,violation
001-183584,violation
001-183585,violation
001-183586,violation
001-141172,violation
001-140910,violation
001-140913,violation
001-140916,violation
001-140773,violation
001-140775,violation
001-140784,violation
001-140918,violation
001-140922,violation
001-140924,violation
001-140925,violation
001-140929,violation
001-140921,violation
001-140928,violation
001-140753,violation
001-140769,violation
001-140774,violation
001-140782,violation
001-140783,violation
001-155103,violation
001-154537,violation
001-154736,violation
001-154740,violation
001-154533,violation
001-154528,violation
001-154595,violation
001-154534,violation
001-154733,violation
001-154596,violation
001-57970,violation
001-58263,violation
001-58264,violation
001-58265,violation
001-58260,violation
001-58256,violation
001-58259,violation
001-58229,violation
001-58253,violation
001-182226,violation
001-182234,violation
001-182166,violation
001-182167,violation
001-182221,violation
001-182216,violation
001-182247,violation
001-181859,violation
001-181881,violation
001-57557,violation
001-57476,violation
001-57522,violation
001-59931,violation
001-60016,violation
001-60017,violation
001-59997,violation
001-59996,violation
001-59992,violation
001-60002,violation
001-60005,violation
001-61751,violation
001-61737,violation
001-61738,violation
001-61741,violation
001-61743,violation
001-61746,violation
001-61699,violation
001-61700,violation
001-61712,violation
001-61685,violation
001-163800,violation
001-163813,violation
001-163804,violation
001-163810,violation
001-163812,violation
001-163815,violation
001-163656,violation
001-163608,violation
001-163613,violation
001-163658,violation
001-163653,violation
001-163435,violation
001-163443,violation
001-163438,violation
001-163439,violation
001-163353,violation
001-163357,violation
001-163344,violation
001-177410,violation
001-177411,violation
001-177412,violation
001-177414,violation
001-177415,violation
001-177416,violation
001-177418,violation
001-177419,violation
001-177420,violation
001-177421,violation
001-177423,violation
001-177426,violation
001-177427,violation
001-177430,violation
001-177433,violation
001-177434,violation
001-177388,violation
001-177394,violation
001-177387,violation
001-177392,violation
001-177402,violation
001-177393,violation
001-177398,violation
001-173493,violation
001-177344,violation
001-177226,violation
001-177342,violation
001-177352,violation
001-177354,violation
001-177225,violation
001-177218,violation
001-177221,violation
001-177222,violation
001-158739,violation
001-158740,violation
001-158490,violation
001-158492,violation
001-158487,violation
001-158475,violation
001-158483,violation
001-158489,violation
001-158478,violation
001-158352,violation
001-158535,violation
001-158536,violation
001-158137,violation
001-158143,violation
001-158266,violation
001-171782,violation
001-171774,violation
001-171777,violation
001-171781,violation
001-171502,violation
001-171503,violation
001-171505,violation
001-171555,violation
001-171552,violation
001-171556,violation
001-171557,violation
001-171474,violation
001-171088,violation
001-171096,violation
001-171471,violation
001-171472,violation
001-171476,violation
001-171480,violation
001-171482,violation
001-171483,violation
001-171484,violation
001-171485,violation
001-171486,violation
001-171487,violation
001-171488,violation
001-171489,violation
001-59216,violation
001-59125,violation
001-59335,violation
001-59215,violation
001-59204,violation
001-59217,violation
001-59218,violation
001-59166,violation
001-59102,violation
001-59097,violation
001-61099,violation
001-61177,violation
001-61134,violation
001-61172,violation
001-61091,violation
001-61167,violation
001-61141,violation
001-61143,violation
001-61144,violation
001-61145,violation
001-61131,violation
001-61129,violation
001-61053,violation
001-61116,violation
001-61104,violation
001-57914,violation
001-58118,violation
001-58113,violation
001-58114,violation
001-122698,violation
001-122431,violation
001-123391,violation
001-122424,violation
001-122425,violation
001-122427,violation
001-122433,violation
001-122187,violation
001-122787,violation
001-147687,violation
001-147440,violation
001-147441,violation
001-147443,violation
001-147448,violation
001-147329,violation
001-147283,violation
001-147268,violation
001-147019,violation
001-147468,violation
001-147021,violation
001-147038,violation
001-88798,violation
001-88805,violation
001-88809,violation
001-88818,violation
001-88721,violation
001-88723,violation
001-88725,violation
001-88736,violation
001-88752,violation
001-88758,violation
001-88760,violation
001-88762,violation
001-88788,violation
001-88677,violation
001-88681,violation
001-88687,violation
001-88691,violation
001-88698,violation
001-88700,violation
001-88577,violation
001-88579,violation
001-88581,violation
001-88587,violation
001-88589,violation
001-88591,violation
001-88593,violation
001-88466,violation
001-88468,violation
001-88470,violation
001-88472,violation
001-88474,violation
001-88480,violation
001-88482,violation
001-88484,violation
001-96581,violation
001-96583,violation
001-96589,violation
001-96603,violation
001-96616,violation
001-96561,violation
001-96567,violation
001-96442,violation
001-96444,violation
001-96451,violation
001-96513,violation
001-96511,violation
001-104561,violation
001-104567,violation
001-104543,violation
001-104556,violation
001-104563,violation
001-104572,violation
001-104574,violation
001-104511,violation
001-104265,violation
001-104478,violation
001-104482,violation
001-104623,violation
001-104355,violation
001-104359,violation
001-104547,violation
001-104293,violation
001-104316,violation
001-104486,violation
001-104157,violation
001-104139,violation
001-104427,violation
001-104290,violation
001-204188,violation
001-204189,violation
001-203830,violation
001-203806,violation
001-203807,violation
001-203976,violation
001-203974,violation
001-203809,violation
001-203562,violation
001-203559,violation
001-203566,violation
001-203946,violation
001-203617,violation
001-203618,violation
001-203491,violation
001-203483,violation
001-203484,violation
001-203485,violation
001-203610,violation
001-112990,violation
001-112501,violation
001-112570,violation
001-112529,violation
001-112571,violation
001-112417,violation
001-112444,violation
001-112206,violation
001-112442,violation
001-112449,violation
001-112568,violation
001-112280,violation
001-112194,violation
001-57479,violation
001-57496,violation
001-57858,violation
001-57850,violation
001-57851,violation
001-57862,violation
001-57849,violation
001-60634,violation
001-60633,violation
001-60628,violation
001-60610,violation
001-60606,violation
001-60627,violation
001-60487,violation
001-60608,violation
001-60599,violation
001-58496,violation
001-58784,violation
001-58783,violation
001-142187,violation
001-142305,violation
001-142075,violation
001-142185,violation
001-142077,violation
001-142083,violation
001-141924,violation
001-141937,violation
001-141916,violation
001-141932,violation
001-141935,violation
001-141938,violation
001-141939,violation
001-141940,violation
001-141942,violation
001-141943,violation
001-141944,violation
001-141946,violation
001-116026,violation
001-116027,violation
001-116032,violation
001-116034,violation
001-116036,violation
001-116038,violation
001-116065,violation
001-116067,violation
001-116068,violation
001-116069,violation
001-116070,violation
001-116071,violation
001-116029,violation
001-115874,violation
001-115980,violation
001-115853,violation
001-115882,violation
001-115885,violation
001-115879,violation
001-115880,violation
001-115867,violation
001-115875,violation
001-115872,violation
001-115876,violation
001-115770,violation
001-115771,violation
001-115851,violation
001-71299,violation
001-71681,violation
001-71673,violation
001-71815,violation
001-71817,violation
001-71819,violation
001-71738,violation
001-71740,violation
001-71742,violation
001-71463,violation
001-71471,violation
001-71507,violation
001-71677,violation
001-71679,violation
001-71683,violation
001-71590,violation
001-71592,violation
001-71597,violation
001-71599,violation
001-71603,violation
001-71605,violation
001-71607,violation
001-71611,violation
001-71615,violation
001-71619,violation
001-71621,violation
001-71623,violation
001-71625,violation
001-71629,violation
001-71633,violation
001-71635,violation
001-71639,violation
001-71613,violation
001-71552,violation
001-71555,violation
001-71558,violation
001-71574,violation
001-71465,violation
001-71467,violation
001-71469,violation
001-71473,violation
001-71202,violation
001-71234,violation
001-71437,violation
001-71441,violation
001-71451,violation
001-71319,violation
001-71321,violation
001-71325,violation
001-71327,violation
001-71329,violation
001-71333,violation
001-71335,violation
001-71337,violation
001-71339,violation
001-71343,violation
001-81118,violation
001-81122,violation
001-81124,violation
001-81126,violation
001-81128,violation
001-81047,violation
001-81089,violation
001-81091,violation
001-81093,violation
001-81108,violation
001-80906,violation
001-80917,violation
001-80919,violation
001-80924,violation
001-80926,violation
001-80929,violation
001-80951,violation
001-80912,violation
001-80849,violation
001-80863,violation
001-80867,violation
001-80575,violation
001-80744,violation
001-80723,violation
001-80727,violation
001-80729,violation
001-80731,violation
001-80738,violation
001-80742,violation
001-80649,violation
001-80653,violation
001-80627,violation
001-80633,violation
001-191548,violation
001-191544,violation
001-191701,violation
001-191357,violation
001-191361,violation
001-191363,violation
001-191365,violation
001-191367,violation
001-191368,violation
001-191369,violation
001-191476,violation
001-191275,violation
001-186723,violation
001-186679,violation
001-186681,violation
001-186684,violation
001-186690,violation
001-186441,violation
001-186443,violation
001-186447,violation
001-186450,violation
001-186438,violation
001-186431,violation
001-186216,violation
001-186382,violation
001-186424,violation
001-186425,violation
